4863,ts_analyseDistr.sh,20181128150330,20181128150713,00:03:43
4950,ts_analyseDistr.sh,20181128150331,20181128150547,00:02:16
5064,ts_delPgm.sh,20181128150334,20181128150334,00:00:00
5092,ts_analyseDistr.sh,20181128150334,20181128150628,00:02:54
5265,ts_delPgm.sh,20181128150338,20181128150339,00:00:01
5291,ts_delPgm.sh,20181128150339,20181128150339,00:00:00
5311,ts_delPgm.sh,20181128150339,20181128150340,00:00:01
5355,ts_delPgm.sh,20181128150340,20181128150341,00:00:01
5419,ts_delPgm.sh,20181128150341,20181128150341,00:00:00
5452,ts_analyse.sh,20181128150341,20181128150501,00:01:20
6056,ts_analyseDistr.sh,20181128150412,20181128150519,00:01:07
6424,ts_analyse.sh,20181128150439,20181128150557,00:01:18
6523,ts_analyseDistr.sh,20181128150441,20181128150609,00:01:28
6961,ts_delPgm.sh,20181128150501,20181128150502,00:00:01
6988,ts_analyse.sh,20181128150501,20181128150543,00:00:42
7030,ts_analyse.sh,20181128150502,20181128150611,00:01:09
7448,ts_delPgm.sh,20181128150519,20181128150519,00:00:00
7485,ts_analyse.sh,20181128150519,20181128150622,00:01:03
7881,ts_analyse.sh,20181128150543,20181128150659,00:01:16
8090,ts_analyse.sh,20181128150547,20181128150653,00:01:06
8362,ts_analyse.sh,20181128150557,20181128150701,00:01:04
8685,ts_delPgm.sh,20181128150609,20181128150609,00:00:00
8708,ts_delPgm.sh,20181128150610,20181128150610,00:00:00
8738,ts_delPgm.sh,20181128150610,20181128150610,00:00:00
8755,ts_delPgm.sh,20181128150610,20181128150611,00:00:01
8821,ts_analyse.sh,20181128150611,20181128150755,00:01:44
8824,ts_delPgm.sh,20181128150611,20181128150611,00:00:00
8857,ts_analyseDistr.sh,20181128150611,20181128151015,00:04:04
9272,ts_analyse.sh,20181128150622,20181128150739,00:01:17
9564,ts_analyse.sh,20181128150629,20181128150743,00:01:14
10025,ts_delPgm.sh,20181128150653,20181128150654,00:00:01
10044,ts_delPgm.sh,20181128150654,20181128150655,00:00:01
10081,ts_analyse.sh,20181128150655,20181128151211,00:05:16
10301,ts_analyseDistr.sh,20181128150659,20181128151016,00:03:17
10418,ts_delPgm.sh,20181128150702,20181128150703,00:00:01
